Date,BTC_Rolling_Vol_30d,market_panic
2014-10-17,0.7479227850561515,True
2014-10-18,0.7124196801188752,True
2014-10-19,0.6693071000671618,True
2014-10-20,0.6592765062337046,True
2014-10-21,0.6549994998871504,True
2014-10-22,0.6547894133198614,True
2014-10-23,0.6164851353253067,True
2014-10-24,0.6111718695054161,True
2014-10-25,0.6128675260763169,True
2014-10-26,0.6180316011301226,True
2014-10-27,0.6173250937493759,True
2014-10-28,0.5900607174896811,False
2014-10-29,0.6264353790819289,True
2014-10-30,0.6253597842419808,True
2014-10-31,0.6279181994308073,True
2014-11-01,0.6355774263822488,True
2014-11-02,0.6212377534557205,True
2014-11-03,0.5455549037000504,False
2014-11-04,0.5383239305952401,False
2014-11-05,0.5366433319839754,False
2014-11-06,0.5420172322732956,False
2014-11-07,0.5179722509815033,False
2014-11-08,0.5038542391629578,False
2014-11-09,0.5355230437626971,False
2014-11-10,0.5365388736691534,False
2014-11-11,0.5125542469664026,False
2014-11-12,0.7325744870337214,True
2014-11-13,0.7284186858629061,True
2014-11-14,0.7527534385063841,True
2014-11-15,0.7696291619450382,True
2014-11-16,0.7771855518102564,True
2014-11-17,0.774212457215039,True
2014-11-18,0.782046347149942,True
2014-11-19,0.7812762493594249,True
2014-11-20,0.8081514743251407,True
2014-11-21,0.8102228923842156,True
2014-11-22,0.7784888895311685,True
2014-11-23,0.7916677090509954,True
2014-11-24,0.7868645620940483,True
2014-11-25,0.7845992946840799,True
2014-11-26,0.7877176073161134,True
2014-11-27,0.7867577795420305,True
2014-11-28,0.7543008359205534,True
2014-11-29,0.7494700059032815,True
2014-11-30,0.7446092567640554,True
2014-12-01,0.7294013581297738,True
2014-12-02,0.7291507457398959,True
2014-12-03,0.7333519802121213,True
2014-12-04,0.7363709388849192,True
2014-12-05,0.7338840054146132,True
2014-12-06,0.7290964334424515,True
2014-12-07,0.7245519470720674,True
2014-12-08,0.7367626723461901,True
2014-12-09,0.7213621345225055,True
2014-12-10,0.7225063712044825,True
2014-12-11,0.723899489208102,True
2014-12-12,0.4706681338617887,False
2014-12-13,0.4716762656303056,False
2014-12-14,0.4419828148722443,False
2014-12-15,0.4061471788085213,False
2014-12-16,0.4235823575169236,False
2014-12-17,0.4273012845813683,False
2014-12-18,0.4237161952657847,False
2014-12-19,0.4281473295928978,False
2014-12-20,0.4084891114960212,False
2014-12-21,0.4136753470791606,False
2014-12-22,0.4327007397272079,False
2014-12-23,0.4054332958340654,False
2014-12-24,0.4080286455519463,False
2014-12-25,0.4085442786698872,False
2014-12-26,0.421372790125696,False
2014-12-27,0.4359546443156072,False
2014-12-28,0.4292231932013791,False
2014-12-29,0.4302067791060704,False
2014-12-30,0.4277804421931386,False
2014-12-31,0.4455519844414562,False
2015-01-01,0.4460879472334849,False
2015-01-02,0.4454562837797571,False
2015-01-03,0.5703862479104486,False
2015-01-04,0.5881571092065939,False
2015-01-05,0.6135143222459617,True
2015-01-06,0.6394745610277456,True
2015-01-07,0.6444888013823001,True
2015-01-08,0.6497402170294184,True
2015-01-09,0.6578213128251891,True
2015-01-10,0.6758531287042836,True
2015-01-11,0.6799204289125225,True
2015-01-12,0.6820494328552748,True
2015-01-13,0.8520287381867471,True
2015-01-14,1.096594803007818,True
2015-01-15,1.2889724802910725,True
2015-01-16,1.2885426910203044,True
2015-01-17,1.2920559142286796,True
2015-01-18,1.3089516952010265,True
2015-01-19,1.3023263224196198,True
2015-01-20,1.3012086939599503,True
2015-01-21,1.3256619235689555,True
2015-01-22,1.3311667310474833,True
2015-01-23,1.327909917170763,True
2015-01-24,1.3517691962274898,True
2015-01-25,1.3505093915350213,True
2015-01-26,1.3765632326578845,True
2015-01-27,1.3815114025315125,True
2015-01-28,1.4323687079552434,True
2015-01-29,1.432477259667726,True
2015-01-30,1.4283614864311984,True
2015-01-31,1.4320689473654309,True
2015-02-01,1.4435426419370854,True
2015-02-02,1.4106335145778723,True
2015-02-03,1.4042767755797163,True
2015-02-04,1.3964052179291362,True
2015-02-05,1.392591229860905,True
2015-02-06,1.3911943651997831,True
2015-02-07,1.3907999481038165,True
2015-02-08,1.3875164610537931,True
2015-02-09,1.37727097547447,True
2015-02-10,1.3734557733167656,True
2015-02-11,1.3728096576944584,True
2015-02-12,1.2581695734481513,True
2015-02-13,1.0129234839808243,True
2015-02-14,0.8688724511080319,True
2015-02-15,0.9290932830010716,True
2015-02-16,0.913851244826753,True
2015-02-17,0.9057269994911388,True
2015-02-18,0.9123777068229098,True
2015-02-19,0.9102093095378024,True
2015-02-20,0.8770863242846769,True
2015-02-21,0.8723381752834884,True
2015-02-22,0.8820375514985395,True
2015-02-23,0.8536499059012156,True
2015-02-24,0.8492693731048492,True
2015-02-25,0.800113484435066,True
2015-02-26,0.7913742424921308,True
2015-02-27,0.7310771892914218,True
2015-02-28,0.7308709357950541,True
2015-03-01,0.7234913560162652,True
2015-03-02,0.7285546280592728,True
2015-03-03,0.7192396121399358,True
2015-03-04,0.7150976018658081,True
2015-03-05,0.6909384214343685,True
2015-03-06,0.693684182555053,True
2015-03-07,0.6702501100163265,True
2015-03-08,0.6700905552569549,True
2015-03-09,0.6884131915601562,True
2015-03-10,0.6811468335878136,True
2015-03-11,0.6757346678511232,True
2015-03-12,0.6772462392958997,True
2015-03-13,0.6908454471848754,True
2015-03-14,0.6948449494871116,True
2015-03-15,0.6688250103093005,True
2015-03-16,0.5938771239427209,False
2015-03-17,0.5003286556222157,False
2015-03-18,0.6282696677437081,True
2015-03-19,0.6154497835472396,True
2015-03-20,0.6040389389664115,False
2015-03-21,0.6032773379927614,False
2015-03-22,0.6096206955652482,True
2015-03-23,0.6102926523890914,True
2015-03-24,0.6626507098961973,True
2015-03-25,0.6615888388975473,True
2015-03-26,0.6620997453579271,True
2015-03-27,0.6622078205105465,True
2015-03-28,0.6659460130719974,True
2015-03-29,0.6308871023911379,True
2015-03-30,0.6350010155246016,True
2015-03-31,0.6306462677580014,True
2015-04-01,0.5936470266870821,False
2015-04-02,0.5943555428185135,False
2015-04-03,0.5865905939703512,False
2015-04-04,0.5846540042553751,False
2015-04-05,0.5923331123686377,False
2015-04-06,0.5935315779746997,False
2015-04-07,0.593796465603112,False
2015-04-08,0.5645178884052647,False
2015-04-09,0.5626979459085927,False
2015-04-10,0.564120589371103,False
2015-04-11,0.5650237577857653,False
2015-04-12,0.5586553463715993,False
2015-04-13,0.5783052967196902,False
2015-04-14,0.5750912098139636,False
2015-04-15,0.5789144049254,False
2015-04-16,0.5867601089303485,False
2015-04-17,0.480975293384642,False
2015-04-18,0.4748094867126629,False
2015-04-19,0.4739684059590955,False
2015-04-20,0.4764937231707689,False
2015-04-21,0.4953755640780943,False
2015-04-22,0.4953769815707879,False
2015-04-23,0.4161063042000218,False
2015-04-24,0.42220489015611,False
2015-04-25,0.4253366080765172,False
2015-04-26,0.4362451530706401,False
2015-04-27,0.4589606677471191,False
2015-04-28,0.4416278081505888,False
2015-04-29,0.4345563000794377,False
2015-04-30,0.4644195880309806,False
2015-05-01,0.4652542566854318,False
2015-05-02,0.4593956978305118,False
2015-05-03,0.467198353618283,False
2015-05-04,0.4673974911219822,False
2015-05-05,0.4568023858764586,False
2015-05-06,0.4608000719348433,False
2015-05-07,0.4770663833511139,False
2015-05-08,0.4746970491101423,False
2015-05-09,0.4752231547217387,False
2015-05-10,0.4623868599657975,False
2015-05-11,0.4629967316168026,False
2015-05-12,0.4632845586372827,False
2015-05-13,0.4338363661106291,False
2015-05-14,0.423476523946207,False
2015-05-15,0.4181941690748589,False
2015-05-16,0.4134315980239962,False
2015-05-17,0.4024733897802302,False
2015-05-18,0.4072086485743457,False
2015-05-19,0.4075121345930855,False
2015-05-20,0.4074724922596728,False
2015-05-21,0.3729816243595452,False
2015-05-22,0.3796396599400163,False
2015-05-23,0.3791021654616289,False
2015-05-24,0.371213670264916,False
2015-05-25,0.3676820152060872,False
2015-05-26,0.3486606651839511,False
2015-05-27,0.3137106071142824,False
2015-05-28,0.3082250882485073,False
2015-05-29,0.3083394175169695,False
2015-05-30,0.2701338844168893,False
2015-05-31,0.2675146617961211,False
2015-06-01,0.2849480656274789,False
2015-06-02,0.2758772261135591,False
2015-06-03,0.2756758863595611,False
2015-06-04,0.273797931586496,False
2015-06-05,0.2585029713472295,False
2015-06-06,0.2291238747609484,False
2015-06-07,0.2062857858843142,False
2015-06-08,0.2272777452655375,False
2015-06-09,0.2271424298667775,False
2015-06-10,0.224678673317316,False
2015-06-11,0.2253699086431393,False
2015-06-12,0.2158360970041084,False
2015-06-13,0.2192205283118029,False
2015-06-14,0.219742499433695,False
2015-06-15,0.2244725575429823,False
2015-06-16,0.3052109658506211,False
2015-06-17,0.3002313688924218,False
2015-06-18,0.2993168139240786,False
2015-06-19,0.3064086065595023,False
2015-06-20,0.3060775204131188,False
2015-06-21,0.2983783866839917,False
2015-06-22,0.3001419176572015,False
2015-06-23,0.3017852156356189,False
2015-06-24,0.3014641739189155,False
2015-06-25,0.303045273036954,False
2015-06-26,0.3031559297410355,False
2015-06-27,0.3199715047729922,False
2015-06-28,0.3216418717566449,False
2015-06-29,0.3321852563693596,False
2015-06-30,0.3334889186903588,False
2015-07-01,0.3170131215924326,False
2015-07-02,0.3214276669088053,False
2015-07-03,0.321124991703221,False
2015-07-04,0.3217742246413744,False
2015-07-05,0.3465912342917843,False
2015-07-06,0.3515268231745101,False
2015-07-07,0.3505030429509135,False
2015-07-08,0.3461248182444518,False
2015-07-09,0.3483080680741598,False
2015-07-10,0.3926235585259319,False
2015-07-11,0.3993143518634924,False
2015-07-12,0.4377453411408021,False
2015-07-13,0.5026968134992895,False
2015-07-14,0.5093842108608722,False
2015-07-15,0.510738448926362,False
2015-07-16,0.4867684903806057,False
2015-07-17,0.4853932139092692,False
2015-07-18,0.4903512583762136,False
2015-07-19,0.4853185114734336,False
2015-07-20,0.4882909056816889,False
2015-07-21,0.4902955947657252,False
2015-07-22,0.4894407553053728,False
2015-07-23,0.4874017532138477,False
2015-07-24,0.5011337157781648,False
2015-07-25,0.5012907888926869,False
2015-07-26,0.5018864556348603,False
2015-07-27,0.4944998981288967,False
2015-07-28,0.4922468192168462,False
2015-07-29,0.4886802842691532,False
2015-07-30,0.4850843116421803,False
2015-07-31,0.4822902605748765,False
2015-08-01,0.4816213792411496,False
2015-08-02,0.4816213556985464,False
2015-08-03,0.4797015331117342,False
2015-08-04,0.4602348680624437,False
2015-08-05,0.4606236123706625,False
2015-08-06,0.4610582887597902,False
2015-08-07,0.4577698243934986,False
2015-08-08,0.5150471982387144,False
2015-08-09,0.4735529928312739,False
2015-08-10,0.4601996554540509,False
2015-08-11,0.4102267654046281,False
2015-08-12,0.359384868776984,False
2015-08-13,0.357041852879422,False
2015-08-14,0.3581345990366325,False
2015-08-15,0.3502457880488439,False
2015-08-16,0.3509486447816929,False
2015-08-17,0.347333251818182,False
2015-08-18,0.7172373966171793,True
2015-08-19,0.7667356777084029,True
2015-08-20,0.7817826318561327,True
2015-08-21,0.7814333535257982,True
2015-08-22,0.7815786751051301,True
2015-08-23,0.7610181705295177,True
2015-08-24,0.7989156364514682,True
2015-08-25,0.8244345567369622,True
2015-08-26,0.829047931320543,True
2015-08-27,0.8282717999617564,True
2015-08-28,0.8378034606208812,True
2015-08-29,0.8378055446493031,True
2015-08-30,0.837693564112458,True
2015-08-31,0.8385441727995698,True
2015-09-01,0.837912146394256,True
2015-09-02,0.8388195586291842,True
2015-09-03,0.8357715930074343,True
2015-09-04,0.8384995876640706,True
2015-09-05,0.8431113514121577,True
2015-09-06,0.8472426323119457,True
2015-09-07,0.8167928437460245,True
2015-09-08,0.8167985922909609,True
2015-09-09,0.8199170939587553,True
2015-09-10,0.8151460808992622,True
2015-09-11,0.8147665814186786,True
2015-09-12,0.8168904824717709,True
2015-09-13,0.8183654143652102,True
2015-09-14,0.8173759695299152,True
2015-09-15,0.8168280052147936,True
2015-09-16,0.8168636530149352,True
